year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
2015,133000,0,0,0,1,15.4,2179.0,120.0,7.0
2013,70000,0,0,0,0,25.0,1396.0,69.0,5.0
2016,80000,0,0,0,0,24.52,1248.0,88.5,7.0
2013,60000,1,0,0,3,22.74,796.0,47.3,5.0
2015,72000,1,0,0,0,15.37,1196.0,73.0,5.0
2013,118000,0,0,0,0,24.0,1120.0,70.0,5.0
2012,96000,0,1,1,1,19.62,1998.0,190.0,5.0
2018,40000,0,0,0,0,25.1,1248.0,88.5,5.0
2018,58511,0,1,0,0,24.3,1248.0,88.5,5.0
2010,102000,0,1,1,0,19.62,1995.0,187.74,5.0
2016,80000,0,0,0,0,26.0,1498.0,98.6,5.0
2013,80000,0,0,0,1,19.33,1968.0,138.1,5.0
2019,2000,1,1,0,0,16.2,1199.0,74.0,5.0
2010,39000,1,0,0,0,16.9,1061.0,64.9,5.0
2019,17000,0,0,0,0,20.0,1497.0,115.0,5.0
2018,50000,1,0,0,0,21.63,998.0,67.0,5.0
2016,7672,1,0,0,0,21.1,814.0,55.2,5.0
2006,40000,1,0,0,0,19.7,796.0,46.3,5.0
2019,10000,1,0,0,0,20.3,1086.0,68.0,5.0
2013,40000,1,0,0,0,20.36,1197.0,78.9,5.0
2013,70000,0,0,0,0,25.44,936.0,57.6,5.0
2015,140000,0,0,0,0,20.0,1399.0,68.05,5.0
2009,117000,0,0,0,0,17.8,1248.0,75.0,5.0
1994,60000,1,0,0,0,16.1,796.0,37.0,4.0
2015,60000,0,0,0,0,19.67,1582.0,126.2,5.0
2019,20000,1,0,0,1,20.3,1086.0,68.0,5.0
2012,70000,2,0,0,0,13.2,995.0,60.2,5.0
2010,120000,0,0,0,1,16.8,1493.0,110.0,5.0
2016,40000,0,0,1,0,16.0,2179.0,140.0,7.0
1997,80000,1,0,0,2,16.1,796.0,37.0,4.0
2017,70000,0,0,0,0,25.5,1498.0,98.6,5.0
2014,90000,0,0,0,0,25.2,1248.0,74.0,5.0
2013,120000,1,0,0,0,18.5,1197.0,82.85,5.0
2015,43000,1,0,0,1,20.3,998.0,68.05,5.0
2012,74000,0,0,0,3,17.3,1998.0,163.7,5.0
2017,90000,0,0,0,0,22.95,1248.0,74.0,5.0
2019,50000,0,0,0,1,21.9,1498.0,98.6,7.0
2016,39000,1,0,0,2,20.51,998.0,67.04,5.0
2014,120000,0,0,0,0,19.01,1461.0,108.45,5.0
2012,70000,1,0,0,0,18.9,998.0,67.1,5.0
2014,80000,0,0,0,1,15.1,2179.0,140.0,7.0
1997,25000,1,0,0,2,16.1,796.0,37.0,4.0
2019,10000,0,0,0,0,27.4,1498.0,98.63,5.0
2017,29000,1,0,0,0,18.15,1198.0,82.0,6.0
2010,120000,0,0,0,0,13.1,2499.0,141.0,7.0
2013,49102,1,1,0,1,18.88,999.0,123.37,5.0
2011,35000,1,0,0,0,16.36,1495.0,93.7,5.0
2012,68000,0,0,0,0,23.4,1248.0,74.0,5.0
2015,50000,1,0,0,0,22.74,796.0,47.3,5.0
2017,40000,1,0,0,0,25.17,799.0,53.3,5.0
2017,44600,0,1,0,0,24.52,1248.0,88.5,7.0
2013,90000,1,0,0,0,18.9,998.0,67.1,5.0
2017,23456,1,1,0,0,18.9,1197.0,82.0,5.0
2007,120000,0,0,0,1,18.1,1493.0,110.0,5.0
2015,22000,1,0,0,0,17.4,1497.0,117.3,5.0
2005,80000,1,0,1,1,9.0,2997.0,218.0,5.0
2016,70000,0,0,0,0,27.62,793.0,47.0,5.0
2011,97000,1,0,0,2,19.81,1086.0,68.05,5.0
2017,110000,0,0,0,0,22.54,1396.0,88.73,5.0
2008,136500,0,0,0,3,12.7,2609.0,120.0,8.0
2018,40000,1,0,0,0,23.95,998.0,67.05,5.0
2010,60000,1,0,0,1,14.53,1798.0,138.0,5.0
2012,35000,1,0,0,1,14.0,796.0,35.0,5.0
2015,71717,1,0,1,1,19.34,1198.0,76.0,5.0
2011,57000,1,0,0,0,21.1,814.0,55.2,5.0
2014,90000,0,0,0,1,22.9,1248.0,74.0,5.0
2017,150000,0,0,0,0,23.59,1364.0,67.05,5.0
2008,90000,0,0,0,3,19.3,1248.0,73.9,5.0
2018,12000,0,0,0,0,20.37,1461.0,108.45,5.0
2012,231438,0,0,0,1,18.4,1248.0,75.0,5.0
2013,76460,0,0,0,0,22.32,1582.0,126.32,5.0
2017,54000,0,0,0,0,16.0,2179.0,140.0,7.0
2010,20000,1,0,0,0,21.1,1197.0,85.8,5.0
2012,140000,0,0,1,1,18.88,1995.0,184.0,5.0
2018,35000,1,0,0,0,21.4,1197.0,83.1,5.0
2015,60000,0,0,0,1,20.5,1248.0,91.72,5.0
2014,168000,0,0,0,1,22.3,1248.0,74.0,5.0
2015,48000,1,1,0,0,24.7,796.0,47.3,5.0
2009,90000,1,0,0,0,17.92,1086.0,62.1,5.0
2016,19000,1,0,0,0,21.1,814.0,55.2,5.0
2013,85000,0,0,0,0,23.08,1461.0,63.12,5.0
2011,70000,1,0,0,0,17.6,1496.0,88.7,5.0
2012,200000,0,0,0,3,15.1,2179.0,140.0,7.0
2018,35000,0,0,1,0,24.3,1248.0,88.5,5.0
2011,40000,1,0,0,1,20.36,1197.0,78.9,5.0
2006,141000,1,0,0,1,17.3,993.0,60.0,5.0
2017,15000,1,0,0,0,17.5,1199.0,88.7,5.0
2014,80000,0,0,1,1,13.01,2199.0,194.3,7.0
2016,80000,1,0,0,1,20.85,1197.0,83.14,5.0
2013,69000,0,0,0,0,21.9,1396.0,88.76,5.0
2015,50000,0,0,0,0,26.59,1248.0,74.0,5.0
2014,140000,0,0,0,1,25.01,1498.0,89.75,5.0
2014,70000,0,0,0,1,22.9,1248.0,74.0,5.0
2016,80000,1,0,0,0,19.81,1086.0,68.05,5.0
2010,80000,0,0,0,1,23.0,1396.0,90.0,5.0
2018,10800,1,0,0,0,25.17,799.0,53.3,5.0
2015,50000,0,0,1,1,16.0,2179.0,140.0,7.0
2011,50000,1,0,0,0,17.0,1497.0,118.0,5.0
2009,80000,0,1,1,1,22.48,1995.0,187.74,5.0
2015,140000,0,0,0,1,20.45,1461.0,83.8,5.0
2016,35000,1,0,0,0,18.6,1197.0,81.83,5.0
2018,40000,0,0,0,0,22.0,1582.0,126.2,5.0
2012,81632,0,1,0,0,20.0,1399.0,68.0,5.0
2013,210000,0,0,0,2,21.9,1396.0,88.76,5.0
2010,60000,1,0,0,0,17.0,1197.0,80.0,5.0
2005,188000,0,0,0,0,12.3,1948.0,90.0,7.0
2004,150000,0,0,0,1,13.6,2523.0,63.0,7.0
2011,100000,0,0,0,1,22.9,1248.0,74.0,5.0
2013,52000,1,1,0,0,24.7,796.0,47.3,5.0
2008,60000,0,0,0,2,17.0,1405.0,70.0,5.0
2015,20000,1,0,0,0,18.9,1197.0,81.86,5.0
2015,50000,1,0,0,1,22.74,796.0,47.3,5.0
2012,210000,0,0,0,0,12.99,2494.0,100.0,7.0
2004,113000,1,0,0,1,19.7,796.0,46.3,5.0
2012,100000,0,0,0,1,22.32,1582.0,126.3,5.0
2016,17000,1,0,1,0,23.1,998.0,67.04,5.0
2015,48228,1,1,0,0,18.7,1199.0,88.7,5.0
2005,100000,1,0,0,3,19.7,796.0,46.3,5.0
2003,90000,1,0,0,1,13.2,1495.0,94.0,5.0
2014,28080,1,1,1,0,0.0,1197.0,103.25,5.0
2017,120000,1,0,0,0,17.57,1193.0,88.7,5.0
2013,40000,0,0,0,1,25.8,1498.0,98.6,5.0
2017,20000,1,0,1,0,17.0,1591.0,121.3,5.0
2003,90000,1,0,0,3,16.1,796.0,37.0,4.0
2012,100000,0,0,0,0,15.1,2179.0,140.0,7.0
2003,157138,0,0,0,2,10.5,2179.0,120.0,7.0
2008,120000,0,0,0,3,17.88,1396.0,52.8,5.0
2007,150000,0,0,0,1,18.1,1493.0,110.0,5.0
2013,90000,0,0,0,0,15.96,2523.0,62.1,7.0
2016,22000,1,0,0,0,17.8,1497.0,117.3,5.0
2013,80000,1,0,0,1,19.4,1198.0,86.8,5.0
2018,15000,0,0,0,0,25.1,1248.0,88.5,5.0
2015,29000,1,0,0,0,23.1,998.0,67.04,5.0
2008,120000,0,0,0,1,11.57,2179.0,138.1,7.0
2012,60000,1,0,0,2,15.04,1598.0,103.6,5.0
2015,50000,1,0,0,2,20.51,998.0,67.04,5.0
2019,35700,0,1,0,0,28.4,1248.0,74.02,5.0
2007,70000,1,0,0,1,19.81,1086.0,68.05,5.0
2016,40000,0,0,1,0,18.12,1995.0,190.0,5.0
2011,168000,0,0,0,1,12.8,2494.0,102.0,7.0
2009,35000,1,0,0,2,19.81,1086.0,68.05,5.0
2006,178500,1,0,0,2,17.7,1497.0,78.0,5.0
1998,70000,1,0,0,1,16.1,796.0,37.0,4.0
2019,10000,1,0,0,0,19.02,1198.0,67.05,5.0
2014,68000,0,0,0,0,22.9,1248.0,74.0,5.0
2015,35000,1,0,0,2,19.44,1198.0,67.0,7.0
2010,50000,1,0,0,1,18.5,1197.0,80.0,5.0
2015,42000,1,1,0,0,16.47,1198.0,74.0,5.0
2008,191000,1,0,0,0,17.92,1086.0,62.1,5.0
2016,74381,1,1,0,0,21.79,998.0,67.05,5.0
2015,84000,1,0,0,1,23.1,998.0,67.04,5.0
2018,60000,0,0,0,0,28.4,1248.0,74.0,5.0
2014,70000,0,0,0,1,15.1,2179.0,140.0,7.0
2018,20000,1,0,1,0,23.0,999.0,67.0,5.0
2013,109000,0,0,0,1,19.64,1461.0,108.45,5.0
2014,117000,0,0,0,2,15.1,2179.0,140.0,7.0
2018,30000,1,0,1,0,23.1,998.0,67.04,5.0
2019,25000,1,0,1,3,20.3,1086.0,68.0,5.0
2017,5000,0,0,0,0,21.43,1364.0,86.79,5.0
2015,43000,1,0,0,0,21.1,814.0,55.2,5.0
2007,136000,1,0,0,1,16.1,1298.0,88.2,5.0
2016,35000,1,0,0,0,21.1,814.0,55.2,5.0
2010,40000,0,0,0,0,16.6,1405.0,70.0,5.0
2009,150000,1,0,0,1,18.9,1061.0,67.0,5.0
2012,9000,1,1,0,0,16.95,1498.0,97.7,5.0
2017,20000,1,1,1,0,22.0,999.0,67.0,5.0
2015,105000,0,1,0,0,25.83,1498.0,99.0,5.0
2015,114368,0,1,0,1,12.99,2494.0,100.6,7.0
2016,100000,0,0,0,0,13.58,2499.0,72.4,9.0
2012,60000,1,0,0,2,18.6,1199.0,79.4,5.0
2015,110000,0,0,0,0,26.21,1248.0,88.5,5.0
2014,120000,0,0,0,0,12.99,2494.0,100.6,8.0
2017,25000,1,0,0,0,20.14,1197.0,81.86,5.0
2012,105000,0,0,0,1,19.01,1461.0,108.45,5.0
2013,70000,1,0,0,1,20.36,1197.0,78.9,5.0
2014,51000,0,0,1,0,14.74,2993.0,270.9,5.0
2008,80000,2,0,0,1,17.3,1061.0,57.5,5.0
2017,100000,0,0,0,1,18.49,1493.0,100.0,7.0
2015,30000,1,0,0,0,17.4,1497.0,117.3,5.0
2015,128000,0,1,0,0,26.0,1498.0,98.6,5.0
2018,30000,0,0,1,0,22.0,1582.0,126.2,5.0
2019,21000,0,1,1,0,16.78,1995.0,190.0,5.0
2007,110000,0,0,0,0,17.8,1399.0,68.0,5.0
2011,170000,0,0,0,3,16.52,1991.0,123.7,5.0
2019,5000,1,0,1,0,20.52,1197.0,81.8,5.0
2012,145000,0,0,0,0,20.5,1598.0,103.5,5.0
2017,46000,0,0,0,0,15.4,2179.0,120.0,7.0
2009,140000,0,0,0,1,19.3,1248.0,73.9,5.0
2007,120000,0,0,0,2,10.5,2609.0,120.0,7.0
2013,120000,0,0,0,0,23.2,1248.0,73.94,5.0
2015,20000,1,0,0,1,20.51,998.0,67.04,5.0
2017,29029,1,1,0,0,19.1,1197.0,82.0,5.0
2009,70000,0,0,0,1,13.6,2523.0,63.0,8.0
2018,28451,1,1,0,0,18.6,1197.0,81.83,5.0
2016,120000,0,0,0,0,24.52,1248.0,88.5,7.0
2007,53512,1,1,0,1,19.7,796.0,46.3,5.0
2009,100000,0,0,0,1,17.2,1396.0,53.5,5.0
2007,100000,1,0,0,1,19.81,1086.0,68.05,5.0
2000,120000,0,0,0,3,12.2,1948.0,68.0,10.0
2011,110048,1,0,0,2,20.92,998.0,67.1,5.0
2013,144000,0,0,0,0,21.9,1396.0,88.8,5.0
2017,22512,1,0,0,0,18.6,1197.0,81.83,5.0
2016,92385,0,0,0,0,15.96,2523.0,62.1,7.0
2018,27000,0,0,0,0,20.14,1498.0,88.0,5.0
2013,100000,0,0,0,0,22.3,1248.0,88.8,5.0
2007,50000,1,0,0,2,19.7,796.0,46.3,5.0
2010,120000,0,0,0,3,13.93,2179.0,138.03,7.0
2000,100000,1,0,0,2,16.1,796.0,37.0,4.0
2004,120000,1,0,0,1,13.2,1495.0,94.0,5.0
2016,147000,0,0,0,1,26.59,1248.0,74.0,5.0
2006,168000,1,0,0,1,18.9,998.0,67.1,5.0
2008,120000,0,0,0,1,18.7,1896.0,66.0,5.0
2011,120000,0,0,0,0,23.03,1396.0,69.0,5.0
2018,70000,1,0,0,0,20.3,998.0,68.05,5.0
2007,160000,1,0,0,3,18.2,998.0,67.1,5.0
2011,80000,0,0,1,1,18.1,1991.0,147.9,4.0
2017,28000,0,0,0,0,22.54,1396.0,88.73,5.0
2011,260000,0,0,0,3,12.05,2179.0,120.0,8.0
2016,100000,0,0,0,0,27.28,1047.0,69.0,5.0
2015,20000,1,0,1,0,20.51,998.0,67.0,5.0
2019,15000,1,0,1,0,22.0,1197.0,81.8,5.0
2012,107825,0,0,0,1,21.9,1396.0,90.0,5.0
2012,80000,1,0,0,0,18.9,998.0,67.1,5.0
2018,50000,1,0,0,0,23.1,998.0,67.04,5.0
2019,20000,0,0,1,0,22.0,1582.0,126.2,5.0
2017,20000,1,0,0,0,22.0,1197.0,81.8,5.0
2015,40000,1,0,1,0,18.9,1197.0,82.0,5.0
2016,20000,1,0,0,0,20.4,1197.0,81.8,5.0
2011,55130,0,1,0,1,20.0,1399.0,68.0,5.0
2011,90000,0,0,0,1,25.0,1396.0,69.0,5.0
2018,19000,0,0,0,0,23.0,1498.0,98.96,5.0
2017,60000,0,1,1,1,12.55,2982.0,168.5,7.0
2010,100875,0,0,1,0,11.79,2179.0,120.0,8.0
2012,50000,1,0,0,1,21.1,814.0,55.2,5.0
2019,10000,1,0,0,0,18.78,999.0,75.0,5.0
2017,31100,1,1,0,0,22.7,799.0,53.64,5.0
2014,80000,1,0,0,0,19.1,1197.0,82.0,5.0
2011,120000,0,0,0,2,20.54,1598.0,103.6,5.0
2018,10000,1,0,0,0,20.3,1199.0,84.0,5.0
2012,80000,1,0,0,1,16.47,1198.0,73.9,5.0
2018,26235,0,1,0,0,16.55,2498.0,105.0,6.0
2010,80000,0,0,0,1,20.4,1248.0,91.2,5.0
2006,80000,1,0,0,2,13.5,1799.0,130.0,5.0
2013,50000,0,0,0,0,22.1,1248.0,76.9,5.0
2011,120000,0,0,0,2,21.0,1461.0,64.1,5.0
2016,60000,1,0,0,1,20.85,1197.0,83.14,5.0
2012,70000,1,0,0,1,16.1,796.0,37.0,4.0
2015,50000,1,0,0,0,17.19,1197.0,81.86,5.0
2018,20000,0,1,1,0,11.36,2755.0,171.5,8.0
2017,35000,0,0,0,0,17.6,2179.0,153.86,7.0
2014,80000,1,0,0,0,16.8,796.0,34.2,8.0
2015,150000,0,0,0,0,15.4,1997.0,120.0,7.0
2010,49200,1,0,0,1,19.81,1086.0,68.05,5.0
2015,50000,1,0,1,1,20.51,998.0,67.0,5.0
2012,50000,1,0,0,1,25.4,624.0,37.48,4.0
2017,50000,0,0,0,0,19.6,1461.0,108.45,5.0
2010,135000,0,0,0,1,17.8,1248.0,75.0,5.0
2011,110000,1,0,0,0,16.47,1198.0,73.9,5.0
2008,70000,1,0,0,1,20.36,1197.0,78.9,5.0
2011,125000,0,0,0,0,19.3,1248.0,73.9,5.0
2012,150000,0,0,0,2,19.09,1396.0,69.0,5.0
2010,60000,1,0,0,1,17.5,1197.0,85.8,5.0
2017,40000,0,0,0,0,21.38,1396.0,88.7,5.0
2017,15000,1,0,1,0,17.01,1591.0,121.3,5.0
2018,30000,0,0,0,0,21.5,1497.0,108.5,5.0
2016,8588,1,0,0,0,22.0,1197.0,81.8,5.0
2018,48000,0,0,0,0,19.87,1461.0,83.14,5.0
2017,32331,0,0,0,1,22.54,1396.0,88.73,5.0
2018,120000,1,0,0,0,20.3,998.0,68.05,5.0
2014,90000,0,0,0,1,23.2,1248.0,73.94,5.0
2018,60000,0,0,0,0,24.4,1498.0,98.63,5.0
2015,50000,1,0,0,0,18.6,1197.0,81.83,5.0
2012,50000,0,0,0,1,20.86,1199.0,75.0,5.0
2016,16500,1,0,0,0,20.63,1198.0,67.0,5.0
2012,100000,0,0,0,0,19.3,1248.0,73.9,5.0
2004,40000,0,0,0,1,16.8,1405.0,62.0,5.0
2007,90000,1,0,0,2,13.5,1799.0,130.0,5.0
2017,20000,1,0,0,0,17.0,1591.0,121.3,5.0
2016,15500,1,0,0,0,16.78,1496.0,88.73,5.0
2017,40000,1,0,0,0,20.85,1197.0,83.14,5.0
2008,40000,1,0,0,3,12.85,1396.0,99.6,5.0
2020,5000,1,0,0,0,17.0,1198.0,108.5,5.0
2014,80000,0,0,0,1,12.99,2494.0,100.6,8.0
2018,5000,0,0,0,0,24.3,1248.0,88.5,5.0
2017,35000,0,0,0,0,15.96,2523.0,62.1,7.0
2012,50000,0,0,0,1,21.9,1396.0,88.76,5.0
2013,35000,0,0,0,0,12.99,2494.0,100.6,7.0
2016,100000,0,0,0,0,24.3,1248.0,88.5,5.0
2014,80000,1,0,0,0,18.9,1197.0,82.0,5.0
2006,90000,0,0,0,1,13.1,1493.0,82.0,5.0
2005,35000,1,0,0,0,18.9,998.0,67.1,5.0
2015,43000,1,0,0,1,21.1,814.0,55.2,5.0
2015,90000,0,0,0,1,24.4,1120.0,71.0,5.0
2012,54000,0,0,0,0,20.0,1399.0,68.0,5.0
2010,100000,0,0,0,1,18.8,1248.0,90.0,5.0
2006,140000,1,0,0,1,14.4,1599.0,94.0,5.0
2017,30000,0,0,0,0,25.6,1498.0,97.9,5.0
2007,120000,0,0,0,2,17.88,1396.0,52.8,5.0
2011,150000,0,0,0,3,23.0,1396.0,90.0,5.0
2017,35000,0,0,0,0,20.65,1248.0,88.7,5.0
2020,5000,1,0,0,0,21.21,1197.0,81.8,5.0
2012,120000,0,0,0,1,15.1,2179.0,140.0,7.0
2009,35000,1,0,0,0,19.81,1086.0,68.05,5.0
2015,80000,0,0,0,0,20.77,1248.0,88.76,7.0
2017,66000,0,0,0,1,24.52,1248.0,88.5,7.0
2016,60000,0,0,0,0,18.06,2523.0,63.0,7.0
2013,62000,1,1,0,0,22.0,1197.0,81.8,5.0
2016,198000,0,0,0,0,18.2,1248.0,73.74,8.0
2013,120000,1,0,0,1,18.0,1198.0,86.7,5.0
2006,200000,1,0,1,2,13.1,1997.0,141.1,5.0
2016,110000,0,0,0,0,21.19,1396.0,88.73,5.0
2017,40000,1,0,1,0,24.04,999.0,67.0,5.0
2009,285000,0,0,0,2,12.8,2494.0,102.0,8.0
2012,35000,0,0,0,0,23.03,1396.0,69.0,5.0
2012,120000,0,0,0,1,19.0,1405.0,71.0,5.0
2017,70000,1,0,0,0,17.3,1497.0,117.3,7.0
2015,84000,0,0,0,0,28.09,1248.0,88.5,5.0
2013,142000,0,0,0,1,23.2,1248.0,73.94,5.0
2016,7000,0,1,0,0,21.04,1461.0,83.8,8.0
2020,3000,0,0,1,0,15.04,2755.0,174.5,7.0
2017,20000,1,0,0,0,20.4,1197.0,81.8,5.0
2015,70000,0,0,0,0,22.54,1396.0,88.73,5.0
2006,50000,1,0,0,2,14.0,1061.0,64.0,5.0
2016,120000,0,0,0,0,18.49,1493.0,100.0,7.0
2014,70000,0,0,0,0,23.4,1248.0,74.0,5.0
2011,85000,0,0,0,1,18.0,1248.0,75.0,5.0
2012,82300,3,0,0,1,26.83,796.0,38.4,5.0
2016,30000,1,0,0,0,21.1,814.0,55.2,5.0
2018,31000,0,0,0,0,25.32,1198.0,77.0,6.0
2015,80000,0,0,0,0,15.96,2523.0,62.1,7.0
2016,131111,0,0,0,0,25.2,1248.0,74.0,5.0
2010,66444,2,0,0,0,26.2,998.0,58.2,5.0
2014,70000,0,0,0,1,23.4,1248.0,74.0,5.0
2010,80000,2,0,0,0,13.2,1495.0,93.7,5.0
2017,27500,1,0,0,0,18.9,1197.0,81.86,5.0
2015,60000,0,0,0,0,26.59,1248.0,74.0,5.0
2014,110000,1,0,0,1,14.09,1596.0,99.6,5.0
2012,120000,0,0,0,0,25.0,1396.0,69.0,5.0
2011,175000,0,0,0,2,13.6,2523.0,63.0,7.0
2017,50000,0,0,0,0,26.59,1248.0,74.0,5.0
2016,90000,1,0,0,0,23.84,1199.0,84.0,5.0
2016,27000,0,1,0,0,13.68,2393.0,147.51,7.0
2017,6750,1,0,0,0,18.5,1198.0,86.8,5.0
2019,7673,0,0,1,0,28.4,1248.0,74.02,5.0
2012,60000,1,1,0,0,17.7,1497.0,113.42,5.0
2013,65000,1,0,0,0,17.92,1086.0,62.1,5.0
2012,50000,0,0,1,0,16.09,1995.0,184.0,5.0
2018,50000,3,0,0,0,21.94,1196.0,61.7,5.0
2012,110000,0,0,0,0,21.0,1199.0,75.0,5.0
2014,133000,0,0,0,0,19.01,1461.0,108.45,5.0
2016,40000,1,0,0,1,16.2,1199.0,74.0,5.0
2018,40000,1,0,0,0,20.62,1198.0,67.0,7.0
2017,40000,1,0,0,0,20.3,1199.0,84.0,5.0
2015,60000,1,0,0,1,16.02,1373.0,93.7,7.0
2010,42000,0,0,0,0,23.03,1396.0,69.0,5.0
2012,70000,0,0,0,1,25.44,936.0,57.6,5.0
2007,90000,1,0,0,0,16.1,796.0,37.0,4.0
2018,60000,0,0,0,0,23.0,1498.0,98.96,5.0
2011,80000,1,0,0,1,20.36,1197.0,78.9,5.0
2010,148000,0,0,0,1,23.0,1396.0,90.0,5.0
2018,60000,1,0,0,0,17.57,1193.0,88.7,5.0
1999,100000,1,0,0,0,16.1,796.0,37.0,4.0
2015,52000,1,0,0,0,23.95,998.0,67.05,5.0
2018,32600,0,1,0,0,24.3,1248.0,88.5,5.0
2010,120000,1,0,0,2,19.7,796.0,46.3,5.0
2013,58245,1,1,0,0,16.47,1198.0,73.9,5.0
2012,25000,1,0,0,0,21.1,814.0,55.2,5.0
2014,74537,1,0,0,1,20.51,998.0,67.04,5.0
2014,70000,0,0,0,0,15.4,2179.0,120.0,7.0
2016,40000,0,0,0,1,24.3,1248.0,88.5,5.0
2018,10000,1,0,0,0,23.95,998.0,67.05,5.0
2011,50000,1,0,0,2,20.92,998.0,67.1,5.0
2014,100000,0,0,0,0,15.1,2179.0,140.0,7.0
2019,15000,1,0,0,0,21.21,1197.0,81.8,5.0
2014,60000,0,0,0,1,20.14,1498.0,88.8,5.0
2014,60000,1,0,0,0,18.9,1197.0,82.0,5.0
2012,120000,1,0,0,1,21.1,814.0,55.2,5.0
2015,80000,0,0,0,0,22.54,1396.0,88.73,5.0
2018,33000,1,0,0,0,21.1,814.0,55.2,5.0
2018,46000,0,0,0,0,14.24,2755.0,174.5,7.0
2019,6500,1,0,1,0,21.21,1197.0,81.8,5.0
2019,7500,1,0,0,0,18.6,1197.0,81.86,5.0
2011,40000,1,0,0,3,0.0,1086.0,62.0,5.0
2012,110000,0,0,0,2,23.0,1396.0,90.0,5.0
2011,148000,0,0,0,1,21.12,1248.0,88.8,5.0
2018,25000,1,0,1,0,17.4,1197.0,81.86,5.0
2012,80000,0,0,0,2,20.54,1598.0,103.6,5.0
2014,110000,0,0,0,0,20.8,1461.0,65.0,5.0
2014,76131,0,0,1,0,13.22,2967.0,241.4,5.0
2015,156975,0,0,0,0,15.96,2523.0,62.1,9.0
2012,70000,1,0,0,1,13.44,2359.0,198.25,5.0
2018,24000,0,1,0,0,15.1,2179.0,152.87,7.0
2011,106000,0,0,1,1,16.96,1968.0,138.1,5.0
2016,70000,0,0,0,0,15.4,1997.0,120.0,7.0
2008,120000,1,0,0,1,13.9,1599.0,103.2,5.0
2014,15000,1,0,0,0,20.36,1197.0,78.9,5.0
2011,50000,1,0,0,0,20.36,1197.0,78.9,5.0
2019,15000,1,0,0,0,20.3,1199.0,84.0,5.0
2011,117000,0,0,0,1,20.3,1248.0,75.0,5.0
2013,35000,1,0,0,0,19.1,1197.0,85.8,5.0
2015,80000,1,0,0,0,20.85,1197.0,83.14,5.0
2002,120000,1,0,0,0,16.1,796.0,37.0,4.0
2018,20706,0,1,0,0,23.8,1499.0,98.63,5.0
2015,45900,1,0,0,1,18.6,1197.0,81.83,5.0
2011,90000,0,1,0,0,18.8,1248.0,90.0,5.0
2013,80000,0,0,0,2,22.07,1199.0,73.9,5.0
2015,60000,0,0,1,0,12.55,2982.0,168.5,7.0
2011,60000,0,0,0,1,19.3,1248.0,73.9,5.0
2010,116000,0,0,0,0,18.7,1896.0,66.0,5.0
2013,57000,0,0,0,0,22.9,1248.0,74.0,5.0
2012,80000,1,0,0,2,20.92,998.0,67.1,5.0
2020,20102,0,1,0,0,13.68,2393.0,147.51,8.0
2012,70000,0,0,0,1,15.3,2956.0,83.8,7.0
2018,40000,0,0,0,0,23.0,1498.0,98.96,5.0
2017,15000,1,0,0,0,24.7,796.0,47.3,5.0
2017,80000,0,0,0,0,22.54,1396.0,88.73,5.0
2006,100000,1,0,0,3,15.3,1341.0,83.0,5.0
2008,90000,0,0,0,2,17.8,1248.0,75.0,5.0
2017,60000,0,0,0,1,16.5,1493.0,70.0,7.0
2016,22000,1,0,1,0,21.9,624.0,37.48,4.0
2016,14000,1,0,0,1,18.15,1198.0,82.0,6.0
2018,110000,0,0,0,0,25.0,1396.0,69.0,5.0
2015,100000,0,0,0,0,25.2,1248.0,73.94,5.0
2019,17000,1,1,1,0,15.0,1991.0,194.4,5.0
2015,70000,0,0,0,0,12.99,2494.0,100.6,7.0
2019,14000,1,0,0,0,20.3,1199.0,84.0,5.0
2006,264000,0,0,0,0,12.8,2494.0,102.0,8.0
2011,100000,0,0,0,1,20.0,1399.0,68.0,5.0
2010,50000,0,0,0,0,10.71,1948.0,90.0,14.0
2015,39000,0,0,0,0,13.5,2477.0,175.56,7.0
2012,135000,0,0,0,0,15.96,2523.0,62.1,7.0
2013,160000,0,0,0,1,12.99,2494.0,100.6,8.0
2017,78000,0,0,0,2,28.09,1248.0,88.5,5.0
2015,120000,0,0,0,0,23.59,1364.0,67.05,5.0
2019,9850,0,0,1,0,24.3,1248.0,88.5,5.0
2015,40000,0,0,0,0,24.52,1248.0,88.5,7.0
2011,80000,0,0,0,1,21.9,1396.0,90.0,5.0
2011,90000,1,0,0,0,18.6,1199.0,79.4,5.0
2012,60000,0,0,0,0,22.3,1248.0,74.0,5.0
2017,60000,0,0,0,0,28.09,1248.0,88.5,5.0
2015,60000,0,0,0,2,20.45,1461.0,83.8,5.0
2017,59000,1,0,0,0,18.15,1198.0,82.0,5.0
2009,53000,1,0,0,1,20.36,1197.0,78.9,5.0
2016,150000,0,0,0,0,26.59,1248.0,74.0,5.0
2016,112000,0,0,0,0,22.54,1396.0,88.73,5.0
2018,10000,0,0,0,0,25.47,1248.0,88.5,7.0
2007,90000,0,0,0,2,17.2,1396.0,53.5,5.0
2015,38000,1,0,1,1,23.95,998.0,67.05,5.0
2019,17000,1,0,0,0,18.6,1197.0,81.86,5.0
2008,100000,0,0,0,0,19.61,1405.0,70.0,5.0
2015,20000,1,0,0,2,22.74,796.0,47.3,5.0
2005,40000,1,0,0,1,19.7,796.0,46.3,5.0
2017,50000,1,0,0,0,23.95,998.0,67.05,5.0
